GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
V;55 t/m 59 jaar;UITHOORN;946;942.31;1211109.82;300559.38;101290.22;54363.81;38515.48;42741.89;53183.96;11667.69;25436.62;5733.64;2180.23;29098.52;0;0;9845.5;2704.71;9;0;48831.42
V;55 t/m 59 jaar;URK;389;389;529464.92;113832.29;15550.83;22689.33;17773.72;24392.67;41492.96;15619.41;7141.4;2226.8;10636.04;11253.46;0;0;773.19;5695.59;9;0;7453.42
V;55 t/m 59 jaar;UTRECHT;7536;7496.98;12012157.93;2844329.59;1930561.95;440889.55;381830.82;392949.65;731989.85;240111.28;294115.71;66457.2;63810.19;199043.95;0;0;165790.62;99593.12;110.7;286832.75;402354.23
V;55 t/m 59 jaar;UTRECHTSE HEUVELRUG;1743;1735.49;1820598.78;449055.38;217787.11;99946.55;77744.84;88710.6;135106.21;32198.93;74765.6;14318.83;5538.47;28797.8;0;0;21845.45;21529.72;38.25;26340.62;32237.84
V;55 t/m 59 jaar;VAALS;295;290.74;466186.59;109294.35;72309.16;16772.28;17091.5;10596.55;52649.15;7534.74;14246.62;2586.16;10531.11;3944.12;0;0;4588.9;47367.22;1.8;35419.3;19945.23
V;55 t/m 59 jaar;VALKENBURG AAN DE GEUL;667;662.33;867959.42;193630.56;63902.57;38450.76;33415.58;25026.04;52701.5;9145.38;36023.87;1784.8;4611.95;11202.18;0;0;6079.49;16057.51;6.75;11337.65;36255.07
V;55 t/m 59 jaar;VALKENSWAARD;1117;1112.41;1500107.34;314286.91;257804.82;64245.77;46220.17;43115.39;109476.85;43679.93;70604.79;13054.86;18521.09;17438.02;0;0;16246.98;9913.21;12.6;18748;45244.92
V;55 t/m 59 jaar;VEENDAM;1020;1013.86;1447162.61;396939.57;288658.75;58794.63;45671.37;54985;92107.58;42819.2;12970.81;3144.5;7490.7;31644.85;0;0;11790.91;9023.58;30.6;40312.6;45263.51
V;55 t/m 59 jaar;VEENENDAAL;2045;2039.82;3330786.62;735477.33;239173.66;118558.81;90819;126308.71;206900.84;87609.92;50134.96;13442.4;8490.25;59798.95;0;0;29529.25;36467.48;20.25;28636.29;62930.91
V;55 t/m 59 jaar;VEERE;826;823.81;846179.69;241438.86;57453.84;47558.81;34822.65;31256.64;38224.63;11672.16;33370.83;8106.82;7030.88;15238.8;0;0;8205.64;39348.2;3.15;51379.94;14914.17
V;55 t/m 59 jaar;VELDHOVEN;1661;1656.58;3026104.11;565428.97;216947.12;94160.33;73194.64;67457.1;183555.48;70665.74;69391.89;14657.16;9978.28;41099.38;0;0;4527.66;18192.04;23.4;0;134188.33
V;55 t/m 59 jaar;VELSEN;2399;2387.35;3535492.46;738525.96;350949.77;138710.6;114716.09;130230.78;203161.66;41390.85;87576.56;12231.88;15043.69;71422.37;0;0;18955.73;26957.02;30.15;56666.64;55340.36
V;55 t/m 59 jaar;VENLO;3668;3644.03;6455793.42;1466366.09;734357.18;212475.58;175908.97;125471.9;453968.29;200985.14;201181.42;31755.12;86463.88;91679.21;0;0;32084.57;111532.77;18.45;10287.43;144735.63
V;55 t/m 59 jaar;VENRAY;1554;1546.55;2074662.85;527294.05;540783.59;89559.3;69582.48;63138.66;150145.17;84089.1;66518.62;9286.7;21007.84;44676.46;0;0;9114.99;82569.33;3.6;0;51457.02
V;55 t/m 59 jaar;VIJFHEERENLANDEN;1840;1835.21;2704674.07;681595.34;353920.92;106769.88;83627.08;88040.94;130387.71;82518.14;59320.85;5712.53;16388.5;56477.62;0;0;27637.28;7839.39;16.2;10391.34;62497.23
V;55 t/m 59 jaar;VLAARDINGEN;2470;2459.11;3821709;850154.6;392843.19;142059.68;110200.73;86338.34;294895.05;110751.02;34278.78;10386.4;29185.4;63811.5;0;0;26845.47;57259.55;6.75;46903.5;20171.54
V;55 t/m 59 jaar;VLIELAND;42;42;29885.22;7086.92;4733;2454.48;1639.65;6647.52;5417.18;0;2910.9;0;0;671.44;0;0;0;0;39.6;0;91.09
V;55 t/m 59 jaar;VLISSINGEN;1579;1571.58;1843055.42;466947.44;262287.96;91286.68;60501.45;64016.48;115950.07;43726.41;41230.69;7379.51;22936.56;42292.52;0;0;10804.29;107318.86;10.8;10081.85;63884.89
V;55 t/m 59 jaar;VOERENDAAL;510;507.25;624807.56;119717.69;102157.09;29409.93;22087.31;18212.54;42492.39;25624.49;11866.92;2509.67;4846.75;7681.88;0;0;6838.07;10003.35;3.6;0;37720.93
V;55 t/m 59 jaar;VOORSCHOTEN;884;877.51;1001471.35;246115.08;192824.34;50933.72;39532.46;40862.02;57050.71;9887.19;25547.31;2759.71;687.78;20398.17;0;0;16592.55;3914.57;14.4;0;21642.09
V;55 t/m 59 jaar;VOORST;1001;997.77;927136.04;459083.75;114890.25;57144.14;41761.04;44901.71;70022.14;26069.68;34425.81;8020.41;4430.41;6255.07;0;0;1705.63;1441.71;14.4;0;4734.82
V;55 t/m 59 jaar;VUGHT;940;935.41;1455263.7;249217.5;213996.79;53691.75;37771.25;27524.28;59472.66;47830.38;36138.54;5985.32;12249.97;23465.24;0;0;5190.12;54854.08;3.6;0;30980.06
V;55 t/m 59 jaar;WAADHOEKE;1704;1700.1;3080930.48;512454.61;267559.66;98594.73;71399.43;64800.75;179116.78;48363.32;47216.81;13473.06;32693.33;37706.75;0;318.24;20502.56;14139.44;2098.8;15021.02;31107.88
V;55 t/m 59 jaar;WAALRE;604;602.79;677225.34;183809.04;85044.63;34932.51;24456.12;13830.58;33999.84;10892.01;17831.41;3742.75;0;5112.36;0;0;726.8;13836.88;5.4;0;43498.32
V;55 t/m 59 jaar;WAALWIJK;1634;1629;2629673.38;576387.1;252494.55;94693.52;86470.18;62892.59;207295.61;99082.33;96468.22;12390.65;10558.41;33662.94;0;0;15332.09;14805.26;3.6;0;69603.08
V;55 t/m 59 jaar;WADDINXVEEN;908;906.12;1595401.16;325019.18;89137.16;52230.89;40676.77;35212.46;91896.01;22518.83;26971.67;9525.19;9276.7;22571.91;0;0;16863.42;17846.55;5.4;0;26012.38
V;55 t/m 59 jaar;WAGENINGEN;1056;1054.23;1417842.98;306127.37;147099.28;61142.85;42038.14;45303.29;75602.31;25462.98;46807.37;9110.81;5743.52;13924.65;0;0;21155.57;1848.7;9;0;18396.28
V;55 t/m 59 jaar;WASSENAAR;917;906.63;1546256.15;336372.76;156649.57;52440.18;42150.18;28664.38;76892.91;10829.81;25941.9;3613.31;5616.37;19348.39;0;0;14474.26;22898.84;12.6;20367.02;15413.74
V;55 t/m 59 jaar;WATERLAND;722;720.28;704620.34;166412.15;58584.32;41974.53;28918.24;37606.25;64643.19;11028.85;18980.9;5440.91;8690.28;13950.05;0;0;3251.5;2443.31;15.75;11025.07;21798.62
V;55 t/m 59 jaar;WEERT;1774;1766.49;2619015.78;623624.15;401355.63;102547.59;83934.52;94690.41;176969.43;115248.29;100271.14;18599.39;38870.83;38969.7;0;0;25189.91;46087;7.2;33168.36;60210.5
V;55 t/m 59 jaar;WEESP;673;670.27;1127260.03;212839.25;40079.32;38929.67;34235.75;34129.54;101265.38;26380.84;18728.44;3397.51;11234.16;23914.97;0;42.02;19850.42;11068.3;9;30376.28;8551.79
V;55 t/m 59 jaar;WEST BETUWE;1653;1648.94;2114285.39;508516.92;222945.45;95465.54;71413.19;84819.07;149549.23;84456.19;53036.68;5825.57;17466.81;26945.55;0;0;16529.95;3206.48;29.25;12401.41;69189.05
V;55 t/m 59 jaar;WEST MAAS EN WAAL;723;721.83;1059513.67;204762.4;52416.31;41462.4;31013.19;38182.98;80164.31;24874.76;25106.7;2408.43;11071.18;13374.46;0;0;7998.33;0;5.4;15144.86;23680.69
V;55 t/m 59 jaar;WESTERKWARTIER;2213;2209.69;2624868.45;662232.11;228689.12;128408.92;104978.69;119299.71;188131.03;54756.65;35529.75;11332.83;27983.72;67737.17;0;0;18403.65;8248.74;280.8;18227.36;94693.51
V;55 t/m 59 jaar;WESTERVELD;744;741.81;1039852.29;170018.49;61799.65;43128.72;29400.31;42423.78;34815.72;8700.56;13459.36;2781.14;14054.46;15700.7;0;0;9844.34;725.19;58.5;0;21405.88
V;55 t/m 59 jaar;WESTERVOORT;706;705.15;932033.44;198541.09;39035.21;40820.34;33611.46;42674.71;67098.64;22530.6;25033.64;3653.6;3882.7;12755.44;0;0;10238.71;1207.17;7.2;0;23232.75
V;55 t/m 59 jaar;WESTERWOLDE;1027;1022.67;2369299.18;437945.67;278550.54;59414.53;47386.32;66720.57;141350.83;45411.53;38891.8;6381.68;21707.24;47275.77;0;0;9830.28;1274.09;28.8;0;52893.8
V;55 t/m 59 jaar;WESTLAND;3452;3440.83;4868070.15;1089114.54;384737.56;199143.39;148429.34;128934.97;250757.8;99232.2;144824.64;28095.28;39337.61;72085.03;0;0;34616.33;19937.08;10.8;20619.09;27081.67
V;55 t/m 59 jaar;WESTSTELLINGWERF;964;962.8;1359277.63;298923.72;88762.39;55401.12;39082.59;43514.78;111907.74;60481.66;24745.2;3809.49;15820.87;22531.59;0;0;2242.96;2557.47;799.2;6110.17;16917.85
V;55 t/m 59 jaar;WESTVOORNE;593;590.75;777445.61;186532.62;202200.25;34143.57;29069.91;19326.4;42107.34;15901.97;15897.56;5063.49;26711.86;23337.73;0;0;9123.99;1759.81;4.95;0;7280.2
V;55 t/m 59 jaar;WIERDEN;810;808.61;1120559.41;211034.49;68496.6;47233.21;31465.08;37970.29;48261.45;48306.39;15192.65;5433.7;11041.15;16562.6;0;0;3660.45;291.98;12.6;0;24431.9
V;55 t/m 59 jaar;WIJCHEN;1517;1515.14;2151002.25;489443.5;345375.41;88171.35;80514.59;64708.08;142930.14;67969.01;57800.35;8800.36;33152.54;35355.4;0;0;18918.2;17235.13;9;9135.08;46436.32
V;55 t/m 59 jaar;WIJDEMEREN;869;866.79;1242107.71;319057.28;45357.5;49911.24;44573.58;41646.47;57340.27;12057.29;13523.41;10973.29;5866.74;18044.17;0;0;10168.68;3208.83;10.8;0;6277.13
V;55 t/m 59 jaar;WIJK BIJ DUURSTEDE;1057;1050.11;1429480.1;254163.71;72257.5;61072.6;44051.21;53214.32;97062.5;21678.87;41629.88;6006.66;15382.54;25495.68;0;0;8572.21;4252.47;12.6;34018.73;15425.44
V;55 t/m 59 jaar;WINTERSWIJK;1080;1077.08;1243798.24;396090.47;160174.89;62676.9;50172.29;51884.57;124905.02;35229.78;31045.23;4243.68;7378.15;22421.65;0;0;6871.13;17088.7;10.35;5498.57;25215.65
V;55 t/m 59 jaar;WOENSDRECHT;726;721.15;1076142.06;230975.87;102145.56;41742.4;32384.55;28099.22;70931.68;47339.24;32598.48;3397.71;1869.09;31458.14;0;0;4977.96;165843.91;1.8;6129.06;34040.69
V;55 t/m 59 jaar;WOERDEN;1693;1689.77;2940573.86;595812.09;301662.73;98581.82;81858.6;62934.83;156934.24;30641.92;72893.41;8537.92;29698.86;31612.25;0;0;18878.68;4236.46;25.2;47898.88;36490.41
V;55 t/m 59 jaar;WORMERLAND;524;522.75;748043.67;166619.98;53006.04;30388.8;25087.1;23799.86;36114.59;3805.67;14248.71;6098.74;539.91;11583.54;0;0;6926;1823.19;9;0;6116.64
V;55 t/m 59 jaar;WOUDENBERG;386;385.02;562109.37;212028.22;26382.11;21681.24;15827.6;17224.77;45126.7;21008.16;16337.61;4611.29;1613.55;7894.98;0;0;6838.6;490.05;8.55;0;9817.72
V;55 t/m 59 jaar;ZAANSTAD;4815;4801.04;6627118.25;1661803.39;899719.47;280879.77;229501.1;248950.96;438091.39;113156.28;142932.32;25247.63;30868.31;141059.63;0;0;78808.58;27146.6;63;153448.68;99336.25
V;55 t/m 59 jaar;ZALTBOMMEL;892;890.1;1313619.8;274999.49;72426.81;51600.22;53314.1;48680.5;87228.36;28604.72;45351.23;6226.89;17123.39;31760.23;0;0;8866.75;6591.32;10.8;0;21948.81
V;55 t/m 59 jaar;ZANDVOORT;629;624.06;1033529.77;161730.72;189104.07;34976.34;32819.84;43502.83;67608.76;17783.12;19091.82;4442.71;14491.6;25436.58;0;0;10310.82;1805.67;12.6;0;17633.01
V;55 t/m 59 jaar;ZEEWOLDE;694;693;991507.56;195223.56;66461.77;40388.56;27816.55;25048.44;67608.59;11596.07;44814.27;2316.47;12683.63;24606.44;0;0;20919.98;1959.3;16.2;8952.38;11793.56
V;55 t/m 59 jaar;ZEIST;1992;1981.76;3083785.01;559210.67;508903.02;113735.65;77273.79;108398.53;167002.15;41315.27;70042.72;17263.07;10042.44;62041.47;0;0;27510.29;41668.12;21.6;0;30722.66
V;55 t/m 59 jaar;ZEVENAAR;1582;1568.38;2642838.78;434738.29;345047.29;90721.64;74356.99;91000.08;188758.11;79633.53;67560.23;12345.15;7517.32;41252.05;0;0;21023.37;6779.6;13.95;0;58593.35
V;55 t/m 59 jaar;ZOETERMEER;5056;5036.49;7933375.07;1721396.8;1177401.58;293424.93;254582.76;194107.18;450614.11;156231.52;178097.23;31577.12;30272.39;147645.33;0;0;92478.34;29105.01;72;93813.45;286870.83
V;55 t/m 59 jaar;ZOETERWOUDE;322;322;315924.7;54714.32;8182.47;17575.83;13509.73;16220.47;10003.46;6208.3;13252.39;1355.99;1.65;6735.23;0;0;166.7;30.2;3.15;0;2650.99
V;55 t/m 59 jaar;ZUIDPLAS;1500;1495.17;2161156.47;402524.75;113613.17;87140.56;72025.85;75218.15;77879;35110.16;33279.18;11036.34;4261.93;29063.36;0;0;16399.09;12301.98;16.2;6299.14;16151.8
V;55 t/m 59 jaar;ZUNDERT;821;813.56;1084661.3;315842.4;30994.9;46781.22;29915.7;24122.83;64746.32;80544.11;33240.89;2367.43;791;15820.35;0;0;8473.37;64481.45;3.6;24680.38;38278
V;55 t/m 59 jaar;ZUTPHEN;1776;1771.43;2533282.5;696172.58;430388.04;102061.47;72033.69;90698.64;141453.96;88887.1;61785.88;11275.48;8502.64;37810.77;0;0;17994.03;6708.01;23.4;19422.68;28321.08
V;55 t/m 59 jaar;ZWARTEWATERLAND;686;684.78;1093212.88;220268.35;83584.75;39768.42;31769.87;37625.27;73252.36;30583.88;27523.8;2335.55;1563.11;20566.07;0;0;7091.84;326.84;9;36431.51;11959.1
V;55 t/m 59 jaar;ZWIJNDRECHT;1524;1519.13;1921967.77;613489.7;147380.86;88748.98;66851.05;48730.43;157606.31;85904.51;53889.18;6013.38;8333.4;34801.59;0;0;15090.8;60145.22;9;10192.53;65017.21
V;55 t/m 59 jaar;ZWOLLE;3746;3735.46;5429832.34;1223749.45;900590.82;217180.55;160946.06;210780.72;368895.59;132005.74;88837.21;20704.53;13306.11;76029.28;0;0;60833.04;77464.31;88.2;135223.01;67025.95
V;60 t/m 64 jaar;AA EN HUNZE;1044;1039.97;1636929.49;323602.27;130556.21;60043.16;49857.91;61794.39;125527.86;36839.16;33700.56;4742.23;12320.99;43592.32;0;0;6205.11;16961.12;36.9;0;32604.25
V;60 t/m 64 jaar;AALSMEER;759;756;1262151.33;323657.73;318599.98;44005.32;39213.39;45266.1;82475.5;26928.69;16806.13;5154.53;2146.6;23182.19;0;0;4618.75;2330.47;7.2;2728.15;51228.84
V;60 t/m 64 jaar;AALTEN;878;873.57;1523527.45;314878.69;100189.33;50930.46;45501.2;61353.71;105599.13;44732.46;27475.57;6107.55;22722.36;29081.92;0;0;593.26;1969.75;1.8;5555.85;33142.61
V;60 t/m 64 jaar;ACHTKARSPELEN;882;880.1;1313816.34;334641.43;115341;51360.67;42421;41474.41;95287.54;32079.65;14910.95;3714.08;22435.15;29499.55;0;0;5408.52;3420.65;1135.35;20486.69;39312.35
V;60 t/m 64 jaar;ALBLASSERDAM;538;536.21;732921.07;215862.66;16505.91;31250.79;28963.4;21456.9;43692.75;25889.66;24631.24;2171.06;20010.02;11861.93;0;0;1091.17;4487.61;3.6;0;35845.5
V;60 t/m 64 jaar;ALBRANDSWAARD;739;733.63;1329974.21;288045.78;70696.36;42067.08;39069.31;35156.81;84275.83;26647.46;13784.07;2240.31;2925.06;28666.95;0;0;1298.89;7220.25;3.15;24802.82;20139.29
V;60 t/m 64 jaar;ALKMAAR;3587;3574.49;5701491.46;1142778.97;673601.97;208867.26;174614.31;125433.72;375640.9;126093.08;104569.23;23430.21;12796.57;127825.63;0;0;54002.23;18126.69;55.35;104417.53;166407.43
V;60 t/m 64 jaar;ALMELO;2282;2273.88;4275275.38;1018925.84;300971.48;134000.09;122676.84;133680.36;335066.33;149307.14;95435.85;16949.77;23917.2;71893.63;0;0;19005.19;10640.77;26.1;85254.27;133874.65
V;60 t/m 64 jaar;ALMERE;4836;4814.5;9957664.85;2247498.01;388252.99;280654.01;278831.6;292896.54;833781.98;179918.81;220191.36;25436.16;69741.68;184899.61;0;0;55173.27;50894.33;111.6;251580.38;312675.6
V;60 t/m 64 jaar;ALPHEN AAN DEN RIJN;3421;3408.83;5465659.66;1297623.01;384463.11;197572.85;167105.03;208433.7;391133.37;145393.64;91838.93;23807.03;38574.4;87468.66;0;0;29276.49;11209.23;22.5;37214.63;93756.6
V;60 t/m 64 jaar;ALPHEN-CHAAM;356;355;366735.71;125169.45;10389.24;20556.27;16561.18;8869.82;24150.78;18473.09;13019.68;912.66;0;5046.92;0;0;4169.94;2647.59;0;0;9657.31
V;60 t/m 64 jaar;ALTENA;1712;1708.65;2603282.66;703743.04;112713.26;98938.92;80270.91;69309.1;198933.53;104910.55;79404.67;6885.25;57790.71;44418.91;0;35.02;2696.36;78747.45;14.4;25433.81;100861.54
V;60 t/m 64 jaar;AMELAND;130;129.14;120918.67;27668.66;19424.96;7465.71;9397.92;11841.76;6122.84;3215.84;543.55;617.16;3757.29;1833.9;0;84.04;0;6153.7;145.8;0;3033.27
V;60 t/m 64 jaar;AMERSFOORT;3958;3942.85;7431561.27;1689578.66;789168.55;229015.52;196695.38;248796.26;516696.13;230588.52;175067.81;30435.48;36302.9;125205.34;0;0;52084.42;58600.02;48.6;90014.56;139262.88
V;60 t/m 64 jaar;AMSTELVEEN;2538;2526.14;4830526.61;1038877.01;347195.1;146512.62;104510.29;108383.13;281934.09;50399.62;93227.65;19761.56;4650.17;69656.69;0;0;27831.74;36751.3;31.05;82578.94;148177.97
V;60 t/m 64 jaar;AMSTERDAM;20123;20013.84;36853617.8;8961169.9;5145047.15;1185070.99;1111914.42;960961.2;2323414.09;718482.56;685424.52;162782.25;101096.19;772393.92;0;530.56;242431.62;723883.51;284.4;944363.65;918470.86
V;60 t/m 64 jaar;APELDOORN;5242;5213.66;10500193.44;2038173.21;786441.41;299934.45;226985.04;252202.61;623730;231867.89;209494.34;26141.07;62096.63;139106.07;0;0;26451.13;53301.41;68.4;66885.53;155732.55
V;60 t/m 64 jaar;APPINGEDAM;410;409.18;704910.22;177602.42;66415.52;23518.42;20670.19;24552.84;62251.7;26169.38;12865.16;2223.01;1622.5;19732.52;0;0;5950.23;3007.05;0;10391.34;22010.43
V;60 t/m 64 jaar;ARNHEM;4257;4232.35;8170213.82;1848607.86;848710.46;247497.57;222192;245921.02;542914.51;180007.5;166920.34;32729.94;21341.77;137770.61;0;0;48659;83583.05;40.95;98305.61;226993.16
V;60 t/m 64 jaar;ASSEN;2162;2148.93;3618806.08;699587.14;561105.34;123252.6;102537.63;119987.27;247924.22;108267.13;50557.08;19165.01;25906.66;72761.49;0;0;20195.79;13976.49;74.25;35394.7;76959.49
V;60 t/m 64 jaar;ASTEN;560;557.64;970260.29;186373.6;27224.79;32565.69;28148.42;16472.53;50174.6;66710.37;41815.01;5407.47;7895.39;8662.46;0;0;6270.98;1029.03;0;0;12684.88
V;60 t/m 64 jaar;BAARLE-NASSAU;241;239.11;334231.53;79586.3;8077.14;13762.62;12075.27;7974.63;33387.46;20048.84;5866.9;565.89;1047.11;3726.66;0;0;408.41;122148.61;0;0;8129.86
V;60 t/m 64 jaar;BAARN;868;863.63;1093478.07;335945.91;59107.48;47234.13;37164.59;40834.03;72495.74;17536.5;43688.56;2649.01;6326.19;18871.76;0;0;8138.04;4517.9;9;0;20803.57
V;60 t/m 64 jaar;BARENDRECHT;1333;1329.03;2169225.6;528642.31;118587.99;77165.19;61196.64;47058.66;142331.07;53390.85;49985.42;12763.33;652.44;25812.11;0;0;4964.32;22834.5;3.6;24526.5;18442.15
V;60 t/m 64 jaar;BARNEVELD;1394;1386.73;2505263.06;490472.48;69904.7;80587.66;72508.33;83569.64;186411.02;76825.18;77771.99;9864.4;30660.97;33750.45;0;0;9093.51;36418.7;10.8;32851.18;41751.35
V;60 t/m 64 jaar;BEEK;628;627.33;1133095.29;223362.47;52471;36422.73;39776.03;33783.09;83524.19;25808.88;41246.97;4749.71;4610.5;20020.77;0;0;2345.94;16405.26;0;37157.55;24827.72
V;60 t/m 64 jaar;BEEKDAELEN;1380;1374.32;2815031.38;542592.25;89696.61;79541.73;74133.16;53457.76;191846.59;99097;86886.72;9689.67;10372.8;33112.38;0;0;18363.72;66704.29;1.35;0;80995.97
V;60 t/m 64 jaar;BEEMSTER;297;296.84;405421.94;77065.57;13775.03;17210.58;12622.15;14242.56;14671.09;14328.46;6454.15;1120.01;108.7;6909.45;0;0;5122.08;1572.76;4.95;0;5736.67
V;60 t/m 64 jaar;BEESEL;514;512.36;952011.24;193202.03;175001.11;29848.23;27752.12;20876.81;90541.17;42395.71;24497.54;4209.48;10687.93;27960.84;0;0;4185.58;844.41;0;0;21412.19
V;60 t/m 64 jaar;BERG EN DAL;1245;1237.77;2315972.62;456024.7;110158.91;71110.13;64664.39;64856.38;143281.92;55653.68;56294.51;9994.99;6884.59;40722.14;0;0;9160.15;15495.2;7.2;43388.39;49463.32
V;60 t/m 64 jaar;BERGEIJK;585;583.26;769953.23;182408.09;21925.21;33696.42;28304.02;28295.93;54334.45;67919.74;24354.2;6102.41;10741.73;16986.63;0;0;3322.42;38350.56;7.2;0;42117.78
V;60 t/m 64 jaar;BERGEN LB;493;489.3;945101.6;184435.74;21232;28474.89;31379.11;26240.15;55623.17;31473.99;20482.23;1449.31;21406.8;15116.96;0;0;695.87;13572.42;3.6;22866;21658.91
V;60 t/m 64 jaar;BERGEN NH;1244;1239.97;1831273.91;320354.47;150935.69;71866.59;51106.91;36814.12;108155.05;32955.08;26362.69;5874.85;5714.15;33267.49;0;0;14271.4;10959.83;26.1;1944.48;35034.08
V;60 t/m 64 jaar;BERGEN OP ZOOM;2263;2251.93;3856915;979854.98;361552.7;130773.03;108560.82;110704.09;292703.18;186527.23;104069.39;10147.23;73581.13;80289.02;0;0;9461.7;249810.79;10.8;5613.12;162776.34
V;60 t/m 64 jaar;BERKELLAND;1583;1577.19;2742547.49;589468.77;136267.46;91867.51;67909.15;87871.95;197111.71;66959.5;66655.91;8034.45;20649.74;39631.74;0;0;11836.2;19408.58;16.2;51932.45;53819.15
V;60 t/m 64 jaar;BERNHEZE;950;948.27;1507979.31;430429.42;52874.65;55284.24;50818.5;37350.25;141772.69;51596.85;48302.79;5042.31;34814.63;24927.44;0;0;7933.89;4821;1.8;28684.2;39126
V;60 t/m 64 jaar;BEST;892;889.87;2063943.61;418908.07;43995.01;51792.45;41841;43669.43;111939.09;89986.91;45501.26;5986.36;9644.7;16114.58;0;0;9048.49;6969.4;0;11786.28;82410.33
V;60 t/m 64 jaar;BEUNINGEN;868;864.88;1609699.2;272201.64;51666.98;50550.6;45391.55;37711.94;82334.18;33288.29;60714.57;6153.93;2573.8;25045.68;0;0;11405.14;2526.16;3.6;12401.41;34867.3
V;60 t/m 64 jaar;BEVERWIJK;1148;1143;2428099.51;585867.87;131524.26;66298.34;53783.52;59717.15;173182.52;49307.56;76332.88;4384.64;19932.96;40862.81;0;0;14852.5;9684.37;12.6;10391.34;36404.15
V;60 t/m 64 jaar;BLADEL;630;628.59;1182230.83;232742.23;66884.85;36302.95;30724.07;37953.96;98584.46;56389.67;63208.52;3246.23;10956.8;35467.87;0;0;4765.19;18596.36;1.8;6512.06;46003.93
V;60 t/m 64 jaar;BLARICUM;479;479;676254.25;128490.07;48248.87;27642.12;23125.87;25980.04;59008.32;8184.46;27512.74;5434.54;5008.75;11203.97;0;0;5479.32;3189.34;9;28254.16;6145.89
V;60 t/m 64 jaar;BLOEMENDAAL;804;803;1061228.24;264748.4;141686.78;46266.21;34682.25;37233.18;63842.2;19615.85;30926.4;3076.43;229.5;12530.19;0;0;8141.53;7193.38;7.2;5400.03;13106.25
V;60 t/m 64 jaar;BODEGRAVEN-REEUWIJK;1042;1037.39;1978976.51;298084.82;82749.43;60338.84;45494.47;42968.13;98999.91;19933.68;36520.28;3675.97;15463.07;34530;0;0;7982.04;5879.45;7.2;38098.72;38986.53
V;60 t/m 64 jaar;BOEKEL;297;294.44;517276.91;110533.77;15509.71;16480.08;13824.12;10608.77;39951.91;6151.15;15228.42;2828.48;1310.5;7178.51;0;0;844.05;286.88;0;0;13928.9
V;60 t/m 64 jaar;BORGER-ODOORN;1010;1008.15;1429238.94;334630.44;63716.13;58744.75;54323.5;68999.07;107466.43;57501.06;22764.04;2630.96;7234.91;40124.2;0;0;13149.81;2424.95;27;0;40997.76
V;60 t/m 64 jaar;BORNE;772;771.68;1404120.92;264169.12;33303.93;44662.78;33151.39;42957.56;94114.13;50216.84;20920.08;3255.87;230.84;32663.68;0;0;7563.77;16537.1;5.4;17675.86;42497.68
V;60 t/m 64 jaar;BORSELE;728;724.8;1702233.14;274833.57;193350.98;42226.16;32908.69;28782.74;75050.73;32296.87;35501.94;3837.67;12585.35;19662.09;0;0;2540.89;94442.39;3.15;2187.89;20612.69
V;60 t/m 64 jaar;BOXMEER;1052;1048.17;1541339.37;330007.19;92415.5;60428.06;50114.49;35105.65;125833.47;64408.63;65054.67;5184.73;12561.19;25255.44;0;0;7226.24;7070.36;5.4;0;29133.17
V;60 t/m 64 jaar;BOXTEL;1041;1038.42;1822456.18;440577.19;46423.17;60395.44;54646.16;36419.75;133097.72;58456.55;54400.1;8152.32;24201.63;28171.85;0;0;760.71;2570.62;3.6;0;72401.43
V;60 t/m 64 jaar;BREDA;5166;5141.29;8664546.73;2173678.08;774121.91;299480.46;266145.76;190740.66;728159.38;293160.69;321830.88;29400.63;55189.6;116429.41;0;0;57610.6;84328.34;19.8;142509.91;258643.18
V;60 t/m 64 jaar;BRIELLE;596;593.45;1040099.02;248598.65;80058;34216.62;28200.68;21655.98;67585.5;43189.33;59918.2;2085.19;6814.87;17357.69;0;0;6048.26;1793.36;5.4;0;19651.28
V;60 t/m 64 jaar;BRONCKHORST;1378;1372;1979247.7;469519.6;64021.04;79887.48;58793.04;72548.37;120251.97;67917.56;42987.1;7630.23;16078.08;31248.2;0;0;13572.07;3052.28;16.2;0;56007.76
V;60 t/m 64 jaar;BRUMMEN;737;734.7;1568049.95;253220.38;45883.86;42763.47;34720.64;41554.22;78528.98;19927.21;25206.22;4333.38;14039.31;21153.77;0;0;8026.78;45783.39;6.75;5400.03;24038.68
