GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
M; 0 t/m  4 jaar;HARDINXVELD-GIESSENDAM;568;509.54;581930.13;93943.68;0;27393.75;12552.25;26045.42;16094.07;7907.48;16934.86;16488.67;525.24;3586.58;0;0;0;678.28;3.6;0;415.25
M; 0 t/m  4 jaar;HARLINGEN;363;326.46;353179.94;24355.75;291.82;18320.02;8103.48;19881.83;10753.2;5677.22;11908.76;12319.54;0;11724.46;0;0;0;2315.86;360.45;0;224
M; 0 t/m  4 jaar;HATTEM;317;283.94;199975.48;16399.78;0;15792.95;6860.15;18858.53;2171.7;3722;4746.9;7533.52;0;688.71;0;0;0;533.33;9;0;124.59
M; 0 t/m  4 jaar;HEEMSKERK;944;866.04;1093276.51;106596.48;12640.34;48088.19;23490.38;62973.78;30372.67;24918.3;21185.7;26372.07;2601;15940.19;0;0;453.79;4945.58;23.4;0;4471.14
M; 0 t/m  4 jaar;HEEMSTEDE;633;575.96;453759.6;51252.37;4659.61;32365.58;13579.97;36325.67;11315.36;10611.78;12054.31;11675.49;0;7981.29;0;0;0;3183.67;4.95;0;2878.68
M; 0 t/m  4 jaar;HEERDE;466;425.64;386324.21;20706.01;18125.48;24047.6;10886.62;27555.95;5661.97;7763.18;13643.63;14445.86;0;3885.61;0;0;0;401.48;7.2;0;129.07
M; 0 t/m  4 jaar;HEERENVEEN;1355;1202.01;1685388.37;76846.75;27673.92;66553.62;26256.35;88640.88;36849.95;19918.43;33506.46;29340.63;610.8;21027.25;0;0;0;1879.28;1196.55;0;455.33
M; 0 t/m  4 jaar;HEERHUGOWAARD;1649;1491.11;1527808.81;135070.98;5585.46;83410.18;44142.3;81913.19;45653.17;51495.95;28883.36;47153.61;3769.18;32637.14;0;0;703.6;4766.99;43.2;0;1729.11
M; 0 t/m  4 jaar;HEERLEN;1887;1696.09;2871514.34;300032.53;28876.66;94135.32;55760.02;137484.77;66828.36;52514.19;43730.97;120633.12;26417.8;39723.78;0;0;611.23;27443.37;16.65;0;4778.3
M; 0 t/m  4 jaar;HEEZE-LEENDE;359;324.91;294379.35;37192.13;0;17592.07;9729.94;15806.9;9375.68;5047.5;10170.02;13936.01;0;2738.54;0;0;0;203.1;2.25;0;345.59
M; 0 t/m  4 jaar;HEILOO;436;398.89;479259.24;31887.94;6523.26;22231.59;10575.69;17720.36;6003.79;10918.79;7444.19;12425.55;1029.3;5226.68;0;0;0;1609.82;16.2;0;143.97
M; 0 t/m  4 jaar;HELLENDOORN;903;822.38;548117.27;52563.46;12653.23;46196.65;22432.38;56549.67;19595.81;17251.74;36603.03;36943.64;0;8567.83;0;0;0;277.3;15.75;0;209.47
M; 0 t/m  4 jaar;HELLEVOETSLUIS;959;859.98;913263.11;137424.58;16015.5;48327.95;31503.98;66675.81;17795.72;15215.52;26466.11;46956.47;517.18;27603.33;0;0;1249.65;1274.29;15.3;0;357.93
M; 0 t/m  4 jaar;HELMOND;2571;2306.74;3623736.33;245073.85;28975.91;127807.08;70403.6;187448.45;32593.79;51352.29;46247.25;152129.12;4018.98;31515.35;0;0;725.72;25898.66;27.9;0;11501.02
M; 0 t/m  4 jaar;HENDRIK-IDO-AMBACHT;1026;932.24;1396488.17;101791.66;12215.52;51146.61;25311.63;56525.85;24756.7;16603.03;36449.72;35854.96;0;16666.77;0;0;1038.41;5829.09;18;0;12593.83
M; 0 t/m  4 jaar;HENGELO;2090;1888.77;2663827.99;197027.3;44318.1;87963.49;42617.88;203699.99;27194.35;35311.61;81503.92;89873.97;11378.15;35133.59;0;0;5476.65;6364.78;36.9;0;2382.79
M; 0 t/m  4 jaar;HET HOGELAND;1194;1079.08;1157623.58;86226.18;69418.22;59973.58;29849.29;77477.68;45603.15;21624.45;40597.5;29577.47;8110;16353.29;0;0;155.58;1384.69;73.35;0;3340.65
M; 0 t/m  4 jaar;HEUMEN;365;324.6;319154.76;35855.43;0;17830.86;8842.97;24409.01;17019.68;7443.12;10560.23;12709.82;4172.98;694.06;0;0;664.94;746.74;0;0;4057.17
M; 0 t/m  4 jaar;HEUSDEN;1076;959.59;861554.71;80055.46;11642.31;53457.07;29398.83;51019.78;35378.39;28018.73;33277.83;66262.56;1747.6;9070.61;0;0;907.58;3779.04;9.9;0;767.82
M; 0 t/m  4 jaar;HILLEGOM;596;535.93;773530.84;65872.76;7698.61;29582.05;18620.11;43331.14;18561.75;11163.7;14062.22;8425.36;0;10453.97;0;0;0;1462.64;5.4;0;549.51
M; 0 t/m  4 jaar;HILVARENBEEK;311;281.47;317681.14;16759.39;0;15910.29;7679.7;11117.46;6055.37;7338.73;8139.95;9672.84;643.04;2070.87;0;0;403.87;377.7;0;0;55.2
M; 0 t/m  4 jaar;HILVERSUM;2427;2174.53;2511832.23;127263.09;38255.91;119591.79;60288.61;169731.15;45991.88;38784.37;34343.36;72418.73;712.37;32021.76;0;0;4721.35;5361.21;97.65;0;13408.87
M; 0 t/m  4 jaar;HOEKSCHE WAARD;2074;1859.3;2437323.84;216160.38;20386.37;103628.01;50630.29;131433.55;43919.33;26155.38;48523.9;54580.87;5710.64;22516.09;0;0;185.22;3376.78;32.4;0;1138.48
M; 0 t/m  4 jaar;HOF VAN TWENTE;764;690.77;1190165.77;85082.47;6887.9;36802.76;19031.01;55714.42;12422.4;16063.64;14375.57;35978.92;1256.2;9133.96;0;0;4254.18;1170.83;11.7;0;113.85
M; 0 t/m  4 jaar;HOLLANDS KROON;1163;1051.61;1138948.06;152211.95;15482.61;58338;25728.25;58398.91;21126.71;25221.46;29837.94;39379.69;3626.08;18508.93;0;0;1337.01;272.97;38.25;0;293.15
M; 0 t/m  4 jaar;HOOGEVEEN;1530;1370.88;1850863.94;157564.62;317813.29;76988.06;47707.21;141533.15;67765.51;32421.84;45756.96;54226.8;3123.86;16950.34;0;0;1687.76;5360.29;45.45;0;6562.41
M; 0 t/m  4 jaar;HOORN;2124;1912.38;3113945.44;209121.56;21298.06;104108.52;52509.52;144329.61;41284.07;54534.32;39477.35;75652.39;1070.22;25330.48;0;0;3646.94;5790.08;50.85;0;9360.02
M; 0 t/m  4 jaar;HORST AAN DE MAAS;967;874.76;966510.76;86924.9;161257.12;48738.5;26542.32;55339.5;18155.1;27165.41;30680.57;26978.85;25288.83;7690.24;0;0;0;837.73;10.35;0;296.44
M; 0 t/m  4 jaar;HOUTEN;1506;1378.49;1274930.8;119420.67;19132.49;77840.57;36550.34;120988.64;39211.1;40720.3;39294.59;47784.2;0;14600.85;0;0;3560.75;4226.01;40.05;0;32723.64
M; 0 t/m  4 jaar;HUIZEN;1034;922.81;1132009.81;79503.36;12792.5;51281.16;28726.22;79368.32;5871.69;21286.19;18142.36;20632.51;2662.2;20075.17;0;0;1251.31;2776.01;25.2;0;11144.67
M; 0 t/m  4 jaar;HULST;470;405.12;425236.89;31564.04;25775.5;22061.1;10963.65;31656.32;6382.6;5370.47;10580.36;9414.18;7082.6;2911.96;0;0;958.41;131745.1;5.4;0;654.7
M; 0 t/m  4 jaar;IJSSELSTEIN;948;861.87;1847551.82;85165.78;40323;47628.7;25353.82;76122.94;16614.78;25943.68;21709.4;38528.62;3589.75;10463.77;0;0;0;5544.27;23.4;0;1545.88
M; 0 t/m  4 jaar;KAAG EN BRAASSEM;657;588.52;556698.46;57871.82;558.6;32784.91;18592.71;45192.95;9349.38;12972.86;16004.74;28279.43;0;10010.88;0;0;958.41;194.34;6.75;0;4811.73
M; 0 t/m  4 jaar;KAMPEN;1738;1564.06;1562405.05;70684.41;13525.58;87634.02;36464.68;109587.05;38995.32;36032.53;67872.68;51056.09;14308.7;10936.15;0;0;1374.53;1918.05;58.5;0;515.97
M; 0 t/m  4 jaar;KAPELLE;360;324.27;373687.15;62839.73;0;18116.4;8164.93;17677.5;9413.05;6651.78;8576.19;12517.2;0;4825.71;0;0;168;5121.5;0;0;147.86
M; 0 t/m  4 jaar;KATWIJK;2001;1791.6;2263152.75;152563.06;40667.44;99928.96;54216.13;160013.69;52648.09;41750.73;38337.83;88349.62;5523.84;31922.36;0;0;8027.38;3234.37;18;0;49932.86
M; 0 t/m  4 jaar;KERKRADE;955;862.01;1313196.46;113053.43;42765.48;46781.28;31230.82;73533.16;27251.28;29779.34;23248.1;59843.3;3613.15;17844.55;0;0;1137.9;72579.91;5.4;0;2331.72
M; 0 t/m  4 jaar;KOGGENLAND;585;523.15;1006912.85;43223.1;11574.45;28719.18;12017.01;24112.32;16972.28;16386.44;15281.01;19424.58;473.16;13975.09;0;0;0;1081.27;12.6;0;385.46
M; 0 t/m  4 jaar;KRIMPEN AAN DEN IJSSEL;764;676.24;902766.85;54692;24339.3;37542.93;19362.54;42206.45;8218.89;8492.41;22091.48;29217.49;3413.28;10190.05;0;0;0;688.55;9;0;368.59
M; 0 t/m  4 jaar;KRIMPENERWAARD;1382;1250.13;1399672;146978.67;16907.09;69586.97;34268.64;65442.96;43364.55;24364.27;38852.97;51795.46;0;25856.25;0;0;0;1101.57;22.05;0;898.96
M; 0 t/m  4 jaar;LAARBEEK;530;482.61;949116.12;43815.5;3944.14;26861.33;15242.12;28856.29;25873.47;9003.38;14767.51;25061.95;655.44;10354.24;0;0;0;214.42;1.8;0;140.31
M; 0 t/m  4 jaar;LANDERD;386;349.85;506942.13;61060.21;182.2;19518.04;11436.78;24244.3;9968.2;7611.54;17285.85;16656.9;0;5576.35;0;0;0;422.42;3.6;0;444.2
M; 0 t/m  4 jaar;LANDGRAAF;749;669.79;1419806.75;85651.55;187.83;36857.83;23346.58;52258.56;13648.41;19511.08;14514.25;45338.58;1530.85;14134.59;0;0;734.53;16534.91;3.6;0;594.3
M; 0 t/m  4 jaar;LANDSMEER;260;237.16;196767.99;15612.97;0;13176.77;7229.49;16245.63;2567.46;5097.99;4958.33;2402.13;0;2251.37;0;0;0;1105.52;3.15;0;251.79
M; 0 t/m  4 jaar;LANGEDIJK;702;631.03;849846.43;62043.54;649.48;34625.24;16086.08;33298.36;10112.01;19248.28;19333.67;34148.81;2185.14;12659.97;0;0;185.22;94.8;12.15;0;104.23
M; 0 t/m  4 jaar;LANSINGERLAND;2165;1979.93;1841269.61;185869.97;11112.77;108335.85;56819.16;121479.44;30334.62;37934.87;95527.46;60900.14;422.24;17655.86;0;0;4883.71;37340.47;36;0;19340.08
M; 0 t/m  4 jaar;LAREN;212;187.05;407857.68;10275.8;129.29;10328.69;5216.12;14078.73;363.39;2410.48;6723.21;6265.28;0;6205.47;0;0;0;435.46;0;0;170.37
M; 0 t/m  4 jaar;LEEUWARDEN;3316;2966.3;4171607.69;289360.75;44616.81;165391.92;76114.98;243411.35;81241.82;54521.68;88192.49;92288.8;2471.23;62914.73;0;0;1585.56;9023.02;3386.25;0;21197.04
M; 0 t/m  4 jaar;LEIDEN;3110;2727.71;4639033.31;318679.37;117779.87;150118.2;81169.23;250901.55;67235.46;50388.48;69870.08;129394.09;0;58247.52;0;0;5515.06;14863.82;31.95;0;27524.17
M; 0 t/m  4 jaar;LEIDERDORP;694;625.61;627357.04;53977;4379.57;34320.52;15658.16;51418.99;13080.75;13254.59;16752.05;30062.34;0;3976.26;0;0;1104.28;1382.7;15.75;0;11411.31
M; 0 t/m  4 jaar;LEIDSCHENDAM-VOORBURG;2116;1885.68;2380551.12;187005.84;26901.69;103785.54;59615.38;135874.42;26790.88;35920.29;47027.32;45039.1;3791.17;31608.5;0;0;695.87;7803.5;28.8;0;7452.52
M; 0 t/m  4 jaar;LELYSTAD;2344;2096.32;2902030.33;198690.23;29372.84;112500.5;61230.12;179343.57;53829.45;55852.71;50770.87;82699.22;1661.28;41172.83;0;0;1196.12;4274.09;85.05;0;35460.07
M; 0 t/m  4 jaar;LEUDAL;706;633;842433.31;53956.17;5946.49;35073.78;21291.98;46309.8;12258.83;12902.7;21083.02;29154.7;0;10840.11;0;0;0;23075.95;4.95;0;395.95
M; 0 t/m  4 jaar;LEUSDEN;770;697.27;1114464.29;65680.2;5959.38;38979.24;20721.9;54487.16;10223.03;8624.04;12841.56;20988.31;0;15844.1;0;0;711.33;1219727.75;9.9;0;1491.31
M; 0 t/m  4 jaar;LINGEWAARD;1150;1041.93;1059052.15;93850.05;9821.67;58030.92;30335.34;74821.83;35555.39;27136.68;38789.31;64072.63;6329.94;9869.62;0;0;1127.53;2415.68;32.4;0;729.62
M; 0 t/m  4 jaar;LISSE;585;522.8;753134.82;50978.49;1818.17;29359.64;13621.41;39969.08;6517.44;17088.86;20264.8;11699.52;2228.75;8343.36;0;0;0;1407.67;5.4;0;472.56
M; 0 t/m  4 jaar;LOCHEM;623;563.92;804193.36;60546.52;4068.97;31316.92;14685.65;42560.3;5668.86;8630.33;13020.94;22498.68;0;5206.86;0;0;1066.29;1550.92;10.8;0;729.46
M; 0 t/m  4 jaar;LOON OP ZAND;535;482.67;391909.97;27503.74;14615.09;26779.21;14634.33;27250.74;11153.83;13901.17;12242.09;22599.81;1083.96;8413.85;0;0;0;591.83;8.1;0;489.95
M; 0 t/m  4 jaar;LOPIK;349;317.03;210207.43;16311.09;5465.33;17532.25;8148.29;19755.12;1792.57;5792.39;10687.17;10733.44;0;1718.68;0;0;0;630.36;2.7;0;283.55
M; 0 t/m  4 jaar;LOPPERSUM;277;256.79;213779.93;16532.09;4086.49;14090.7;7798.66;17333;4251.91;4013.5;6062.57;11025.57;0;2146.27;0;0;0;328.55;9;0;191.25
M; 0 t/m  4 jaar;LOSSER;501;461.62;503824.1;42127.65;29086.07;25448.59;10753.63;32450.88;23223.5;9345.31;15690.51;30531.52;7836.62;6850.96;0;0;0;1456.83;11.25;0;169.9
M; 0 t/m  4 jaar;MAASDRIEL;593;526.93;830291.69;49152.68;11248.76;29161.56;17287.91;39074.59;16845.75;17816.94;28393.18;34639.01;0;7842.03;0;0;0;336.76;7.2;0;339.53
M; 0 t/m  4 jaar;MAASGOUW;434;387.59;382403.34;47269.45;11207.01;21493.08;13826.5;26316.28;2410.19;8321.21;15150.09;20857.47;0;3718.53;0;0;0;20266.63;3.6;0;253.67
M; 0 t/m  4 jaar;MAASSLUIS;828;740.8;878254.92;117978.04;1856.05;40764.03;20576.13;50576.59;14230.93;15729.16;35791.92;40422.19;331.8;14518.52;0;0;0;5835.4;3.15;0;394.06
M; 0 t/m  4 jaar;MAASTRICHT;2161;1923.7;3207623.9;278099.74;89011.34;105377.25;61663.75;158608.83;53546.45;38587.5;47769.91;59915.87;3256.14;25735.38;0;0;4536.93;98841.29;14.4;0;4858.79
M; 0 t/m  4 jaar;MEDEMBLIK;1070;956.47;1366005.76;121522.92;12038.94;52186.1;23712.26;54486.06;24316.2;25474.18;13290.16;24896.18;2976.38;24433.48;0;0;1438.96;409.61;31.5;0;883.74
M; 0 t/m  4 jaar;MEERSSEN;365;330.69;316046.54;26081.37;4657.95;18083.98;10778.86;22592.21;8461.85;5513.8;10636.16;16137.71;0;5721.54;0;0;641.75;30414.01;0;0;129.56
M; 0 t/m  4 jaar;MEIERIJSTAD;2022;1808.26;3226026.01;211995.77;22086.73;100330.13;58154.25;131490.11;39822.8;49033.09;54224.47;84966.82;1929.33;31025.55;0;0;996.76;6066.87;23.85;0;2277.65
M; 0 t/m  4 jaar;MEPPEL;919;822.01;1167738.06;74153.84;21247.25;46255.26;26344.55;70062.95;50279.48;15858.01;56698.29;44719.11;1885.52;13903.69;0;0;996.3;3418.93;84.15;0;999.92
M; 0 t/m  4 jaar;MIDDELBURG;1281;1159.39;1224062.04;104733.43;35550.14;63881.44;29633.97;78017.54;22195.36;19382.49;30679.13;35374.4;3515.08;24279.69;0;0;695.87;5866.51;5.85;0;2145.09
M; 0 t/m  4 jaar;MIDDEN-DELFLAND;529;481.02;489739.74;39151.52;1080.71;26554.48;14639.52;30255.4;17907.88;8515.52;10605.39;12467.61;0;5141.7;0;0;0;2008.86;5.4;0;574.49
M; 0 t/m  4 jaar;MIDDEN-DRENTHE;742;660.92;1072584.16;65777.64;49386.27;36895.85;17977.03;52433.28;27562.44;15892.17;20404.04;29266.02;0;11358.56;0;0;0;1221.04;44.1;0;647.78
M; 0 t/m  4 jaar;MIDDEN-GRONINGEN;1482;1341.83;2236653.15;110740.49;46821.65;74457.79;40414.46;124140.64;30544.83;21694.17;60785.27;44396.54;11503.96;20491.69;0;0;1602.24;640.23;64.8;0;3780.07
M; 0 t/m  4 jaar;MILL EN SINT HUBERT;226;196.64;263423.19;11676.17;0;9498.21;4887.41;12239.35;7710.28;5474.45;5408.52;7714.81;0;5278.41;0;0;0;279;0;0;333.12
M; 0 t/m  4 jaar;MOERDIJK;923;835.77;1197914.56;79493.52;17305.81;45510.15;25499.74;47312.98;36239.87;16749.52;32122.2;30126.69;4737.52;16310.26;0;0;0;2175.14;1.8;0;438.99
M; 0 t/m  4 jaar;MOLENLANDEN;1334;1211.68;1165299.32;75336.93;12427.18;66686.56;29067.86;56512.18;26918.37;22634.65;48940.23;31034.71;1438.5;14082.42;0;0;1151.79;898.6;15.3;0;364.43
M; 0 t/m  4 jaar;MONTFERLAND;747;669.93;678389.43;69924.99;7632.06;36687.4;19181;59220.18;6131.77;12775.68;40325.65;50918.43;0;3059.98;0;0;1751.7;572.94;0;0;5391.22
M; 0 t/m  4 jaar;MONTFOORT;401;361.98;451456.27;41391.27;9237.23;20179.95;9102.79;28243.71;10850.62;9835.66;18862.63;8603.96;410.85;5627.29;0;0;1115.42;1133.6;5.4;0;355.54
M; 0 t/m  4 jaar;MOOK EN MIDDELAAR;135;120.24;193700.98;17643.81;0;6632.94;3477.68;8682.39;752.97;2332.78;4058.72;3696.12;0;619.65;0;0;84;3467.63;3.6;0;1312.8
M; 0 t/m  4 jaar;NEDER-BETUWE;669;598.82;538001.49;53311.02;9412.79;33324.95;18053.67;49974.93;15294.2;12891.48;12331.84;26336.88;6745.48;7945.99;0;0;1383.95;753.46;9;0;243.09
M; 0 t/m  4 jaar;NEDERWEERT;339;304.29;443474.57;44364.01;6477.55;17109.94;10607.44;19016.59;7337.19;4104.99;7912.36;13827.04;14185.05;6293.99;0;0;168;29123.75;1.8;0;266.88
M; 0 t/m  4 jaar;NIEUWEGEIN;1706;1532.82;1450513.36;135329.85;27693.21;83504.71;43707.64;133390;46704.39;43097.46;55562.89;50135.94;435.96;16488.17;0;0;639.01;10822.39;22.05;0;30902.08
M; 0 t/m  4 jaar;NIEUWKOOP;671;599.66;513426.64;51251.06;21007.22;33531.5;17697.43;41586.14;16101.53;11341.36;16636.05;19577.2;285.3;10507.74;0;0;816.82;4115.44;2.7;0;4244.86
M; 0 t/m  4 jaar;NIJKERK;1249;1128.07;1239727.35;84413.28;8553.96;62384.7;31380.46;89819.36;42753.28;26321.18;34789.4;25833.52;0;17558.28;0;0;170.4;3982.19;18;0;24408.16
M; 0 t/m  4 jaar;NIJMEGEN;4265;3799.33;5020408.48;385618.89;58320.2;210518.57;109021.71;341127.7;95033.18;123412.02;158817.93;184458.77;13183.55;44752.27;0;0;4367.88;22651.89;60.3;0;26219.41
M; 0 t/m  4 jaar;NISSEWAARD;2154;1927.9;3375006.3;242092.3;97162.3;105921.24;53409.93;140037.31;48049.08;32428.33;69222.35;73941.22;1073.01;52331.85;0;0;0;3179.01;27.9;0;3523.64
M; 0 t/m  4 jaar;NOARDEAST-FRYSLAN;1253;1134.08;1445333.9;156263.38;18708.44;63131.44;27136.78;100738.15;41951.15;18607.67;33654.73;42807.27;1707.62;32077.87;0;0;0;628.4;1372.95;0;1281.42
M; 0 t/m  4 jaar;NOORD-BEVELAND;156;132.39;135759.66;20215.56;7260.58;6936.99;4067.6;11160.31;2085.87;5068.74;5559.84;3097.93;1163.11;2214.13;0;0;0;12562.19;3.15;0;136.58
M; 0 t/m  4 jaar;NOORDENVELD;689;629.89;801266.77;50243.21;2470.19;35331.47;16094.41;47290.7;30847.91;12154.05;10014.21;14231.38;659.82;17145.16;0;0;0;502.31;72.45;0;380.76
M; 0 t/m  4 jaar;NOORDOOSTPOLDER;1435;1288.49;2016806.78;96883;16081.95;71926.66;33073.39;92075.02;51813.13;28474.55;26531.48;45032;4045.77;28307.06;0;0;0;5532.91;174.15;0;732.24
M; 0 t/m  4 jaar;NOORDWIJK;978;880.37;1420715.06;61490.21;19938.7;48909.49;26389.68;72385.15;13696.37;26624.24;26799.7;27099.37;8095.96;15642.75;0;0;1379.11;3406.7;10.8;0;12595
M; 0 t/m  4 jaar;NUENEN CA;492;440.18;604680.31;44695.89;0;24412.85;12080.06;26105.87;6289.04;6378.78;9434.66;9791.05;0;8867.49;0;0;0;3416.81;5.4;0;349.09
M; 0 t/m  4 jaar;NUNSPEET;795;709.15;998289.13;80214.02;11497.97;39301.49;18210.71;46152.78;24961.83;15439.85;12637.9;24019.4;11394.76;20060.15;0;0;711.33;587.29;9;0;89.39
M; 0 t/m  4 jaar;OEGSTGEEST;610;541.32;643469.17;69533.72;1047.63;30095.03;15922.04;46920.1;4550.64;8316.64;17552.4;22599.89;2146.54;10261.49;0;0;0;2233.31;7.2;0;1537.8
M; 0 t/m  4 jaar;OIRSCHOT;392;358.54;318833.41;26823.15;2330.81;20147.19;10661.31;19489.89;6715.14;10443.25;12634.53;14853.03;0;4323.31;0;0;408.41;328.38;1.8;0;223.87
M; 0 t/m  4 jaar;OISTERWIJK;574;524.33;563766.28;33418.8;1001.87;29628.76;15606.6;25921.71;6739.31;8939.94;16126.28;16186.72;0;7432.3;0;0;328.52;1456.77;7.2;0;79.49
M; 0 t/m  4 jaar;OLDAMBT;805;712.61;938123.66;71649.79;17955.27;38913.68;26175.74;66352.75;22011.89;15507.78;29795.31;21648.34;467.89;10429.56;0;0;181.52;913.21;17.55;0;6860.67
M; 0 t/m  4 jaar;OLDEBROEK;679;601.82;548436.61;67711.87;8194.83;33191.16;14431.41;41140.79;37933.76;13552.57;19966.77;16861.67;0;18632.79;0;0;0;150.2;12.6;0;4463.52
M; 0 t/m  4 jaar;OLDENZAAL;849;771.5;886196.18;64750.19;39213.21;42131.28;19280.33;62063.27;23701.9;16563.9;21599.01;34436.23;876.16;11656.83;0;0;385.72;755.87;13.05;0;218.94
M; 0 t/m  4 jaar;OLST-WIJHE;406;371.54;469900.68;24042.54;8911.05;20762.44;10337.11;24831.2;14302.92;5741.13;16091.61;29865.38;6009.12;1429.59;0;0;0;385.93;9.9;0;24.66
M; 0 t/m  4 jaar;OMMEN;471;417.66;528303.43;19951.28;2249.65;23092.66;9041.11;24994.12;7261.68;4662.92;12385.52;22438.52;0;5724.93;0;0;0;9063.61;9;0;210.1
M; 0 t/m  4 jaar;OOST GELRE;663;606.84;634319.5;47674.46;3382.61;34289.67;17779.49;48024.29;19145.05;12027.45;23639.34;26413.47;3779.49;6320.97;0;0;385.72;144.93;15.3;0;325.54
M; 0 t/m  4 jaar;OOSTERHOUT;1268;1136.7;1058075.7;120733.72;58423.51;63347.39;29910.01;90728.52;38175.13;28967.68;65225.6;69711.19;0;21352.63;0;0;1054.8;4132.5;10.8;0;1063.32
M; 0 t/m  4 jaar;OOSTSTELLINGWERF;605;545.51;603579.64;61281.73;26444.77;29552.83;15149.54;44677.82;36134.72;9476.75;14037.48;17347.34;11905.8;13011.76;0;0;444.71;32.44;492.75;0;195.72
M; 0 t/m  4 jaar;OOSTZAAN;208;194.55;173705.15;12019.04;0;10895.86;4851.1;14566.15;4188.24;6107.75;4456.3;1535.17;0;2575.84;0;0;0;531.78;4.5;0;147.08
M; 0 t/m  4 jaar;OPMEER;266;241.51;210771.19;23026.81;0;13172.54;6112.44;10942.67;2141.42;14061.65;3807.39;10026.12;0;3815.56;0;0;0;161.06;13.95;0;167.26
M; 0 t/m  4 jaar;OPSTERLAND;746;675.14;1018863.31;39933.13;15402.23;37346.49;14734.08;44390.04;10767.58;11796.76;14810.52;24503.2;412.86;8468.63;0;0;408.41;257.56;704.25;0;81.01
M; 0 t/m  4 jaar;OSS;2205;1966.85;2596562.31;292678.28;27190.06;109416.58;68052.19;185932.68;61510.17;59439.76;107042.41;95345.57;8838.09;43830.88;0;0;3757.45;5597.55;17.1;0;2198.45
M; 0 t/m  4 jaar;OUDE IJSSELSTREEK;914;819.67;1303718.59;77006.42;3385.21;45583.2;23067.24;69653.25;24756.56;16766.13;36462.19;48592.44;581.04;20359.32;0;0;0;736.36;0;0;70.43
M; 0 t/m  4 jaar;OUDER-AMSTEL;334;299.64;198191.95;17725.72;16046.68;16632.76;8400.77;22248.16;19062.69;8306.04;11226.85;12285.8;0;1711.14;0;0;1212.41;78.54;9;0;4728.47
M; 0 t/m  4 jaar;OUDEWATER;259;229.66;170155.11;9053.51;0;12812.97;5144;10702.04;3785.24;6634.13;7984.36;10605.08;0;1077.4;0;0;0;343.56;2.25;0;119.13
M; 0 t/m  4 jaar;OVERBETUWE;1343;1193.57;1142036.17;95290.53;6652.49;66098.9;34723.68;97709.85;33641.1;25395.3;46631.86;63211.31;2206.41;17954.59;0;0;166.7;2794.23;22.95;0;4491.9
M; 0 t/m  4 jaar;PAPENDRECHT;919;818.25;1178044.77;105365.99;20844.23;44773.19;23012.63;52560.79;9080.21;12288.6;45944.97;29398.29;0;14634.59;0;0;417.49;300.85;11.7;0;634.02
M; 0 t/m  4 jaar;PEEL EN MAAS;931;837.46;1376681.01;65219.26;40638.18;46737.39;27155.58;58372;20578;19433.69;33585.99;38881.17;5050.2;8701.97;0;0;0;835.01;9;0;233.12
M; 0 t/m  4 jaar;PEKELA;308;269.58;435149.05;25057.4;2660.92;14717.16;8492.87;25759.56;7917;9243.55;7301;13533.55;0;7203.91;0;0;185.22;133.55;14.4;0;2056.16
M; 0 t/m  4 jaar;PIJNACKER-NOOTDORP;1594;1445.38;1569420.87;163853.67;21590.61;80678.9;44602.95;95182.4;36646.83;30064.89;42905.8;59434.34;586.1;20341.45;0;0;4159.15;25951.06;13.95;0;2712.07
M; 0 t/m  4 jaar;PURMEREND;1876;1687.23;2672497.08;207056.36;46229.5;93520.36;53642.6;171188.44;56879.75;50060.73;58811.29;60527.77;0;35674.88;0;0;0;14955.37;40.05;0;2589.27
M; 0 t/m  4 jaar;PUTTEN;696;628.53;474464.57;86969.57;10036.94;35049.39;18738.78;46515.82;32067.82;20204.46;14662.29;38396.58;0;6028.49;0;0;0;3467.29;9.9;0;3760.85
M; 0 t/m  4 jaar;RAALTE;908;812.57;954292.38;68767.82;5916.01;45510.15;21872.68;62074.88;33517.08;11336.49;26484.65;39697.83;0;11197.48;0;0;1935.96;5347.8;27;0;211.64
M; 0 t/m  4 jaar;REIMERSWAAL;795;714.56;762255.96;76547.68;18568.77;34846.72;16924.04;35767.97;9080.49;12412.26;19951.76;28784.84;5622;11605.42;0;0;863.87;7065.13;3.6;0;875.57
